REF_DATE,GEO,DGUID,Screened traffic,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Nov-19,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,285229,,,,0
Nov-19,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,279161,,,,0
Nov-19,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,205918,,,,0
Nov-19,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,47704,,,,0
Nov-19,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,25539,,,,0
Nov-19,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,6068,,,,0
Nov-19,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,747271,,,,0
Nov-19,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,737365,,,,0
Nov-19,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,311379,,,,0
Nov-19,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,232807,,,,0
Nov-19,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,193179,,,,0
Nov-19,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,9906,,,,0
Dec-19,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,4691657,,,,0
Dec-19,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,4634660,,,,0
Dec-19,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,1982351,,,,0
Dec-19,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,1285389,,,,0
Dec-19,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,1366920,,,,0
Dec-19,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,56997,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Total screened traffic,Number,223,units,0,v1573797631,21.1,126110,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Total passengers,Number,223,units,0,v1577191372,21.6,123138,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Domestic sector passengers,Number,223,units,0,v1573797632,21.2,109916,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Transborder sector passengers,Number,223,units,0,v1573797633,21.3,11592,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Other International sector passengers,Number,223,units,0,v1573797634,21.4,1630,,,,0
Dec-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Non-passengers,Number,223,units,0,v1573797635,21.5,2972,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total screened traffic,Number,223,units,0,v1573797646,87.1,743631,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total passengers,Number,223,units,0,v1577191375,87.6,736647,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Domestic sector passengers,Number,223,units,0,v1573797647,87.2,206064,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Transborder sector passengers,Number,223,units,0,v1573797648,87.3,196364,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Other International sector passengers,Number,223,units,0,v1573797649,87.4,334219,,,,0
Dec-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Non-passengers,Number,223,units,0,v1573797650,87.5,6984,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Total screened traffic,Number,223,units,0,v1573797641,76.1,215124,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Total passengers,Number,223,units,0,v1577191374,76.6,211076,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797642,76.2,153606,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797643,76.3,31263,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797644,76.4,26207,,,,0
Dec-19,"Ottawa/Macdonald-Cartier International, Ontario",,Non-passengers,Number,223,units,0,v1573797645,76.5,4048,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Total screened traffic,Number,223,units,0,v1573797651,161.1,1755253,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Total passengers,Number,223,units,0,v1577191376,161.6,1736965,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797652,161.2,500154,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797653,161.3,571164,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797654,161.4,665647,,,,0
Dec-19,"Toronto/Lester B Pearson International, Ontario",,Non-passengers,Number,223,units,0,v1573797655,161.5,18288,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total screened traffic,Number,223,units,0,v1573797656,163.1,168593,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total passengers,Number,223,units,0,v1577191377,163.6,166763,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Domestic sector passengers,Number,223,units,0,v1573797657,163.2,129615,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Transborder sector passengers,Number,223,units,0,v1573797658,163.3,21938,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,15210,,,,0
Dec-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,1830,,,,0
Dec-19,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,511798,,,,0
Dec-19,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,507898,,,,0
Dec-19,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,297674,,,,0
Dec-19,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,148289,,,,0
Dec-19,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,61935,,,,0
Dec-19,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,3900,,,,0
Dec-19,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,306993,,,,0
Dec-19,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,300252,,,,0
Dec-19,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,224814,,,,0
Dec-19,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,46061,,,,0
Dec-19,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,29377,,,,0
Dec-19,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,6741,,,,0
Dec-19,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,864155,,,,0
Dec-19,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,851921,,,,0
Dec-19,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,360508,,,,0
Dec-19,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,258718,,,,0
Dec-19,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,232695,,,,0
Dec-19,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,12234,,,,0
Jan-20,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,4425389,,,,0
Jan-20,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,4368968,,,,0
Jan-20,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,1791595,,,,0
Jan-20,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,1205996,,,,0
Jan-20,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,1371377,,,,0
Jan-20,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,56421,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total screened traffic,Number,223,units,0,v1573797631,21.1,106062,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total passengers,Number,223,units,0,v1577191372,21.6,103051,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Domestic sector passengers,Number,223,units,0,v1573797632,21.2,85389,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Transborder sector passengers,Number,223,units,0,v1573797633,21.3,10420,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Other International sector passengers,Number,223,units,0,v1573797634,21.4,7242,,,,0
Jan-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Non-passengers,Number,223,units,0,v1573797635,21.5,3011,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total screened traffic,Number,223,units,0,v1573797646,87.1,711684,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total passengers,Number,223,units,0,v1577191375,87.6,704930,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Domestic sector passengers,Number,223,units,0,v1573797647,87.2,190231,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Transborder sector passengers,Number,223,units,0,v1573797648,87.3,174347,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Other International sector passengers,Number,223,units,0,v1573797649,87.4,340352,,,,0
Jan-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Non-passengers,Number,223,units,0,v1573797650,87.5,6754,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total screened traffic,Number,223,units,0,v1573797641,76.1,202992,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total passengers,Number,223,units,0,v1577191374,76.6,199145,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797642,76.2,133185,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797643,76.3,32382,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797644,76.4,33578,,,,0
Jan-20,"Ottawa/Macdonald-Cartier International, Ontario",,Non-passengers,Number,223,units,0,v1573797645,76.5,3847,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Total screened traffic,Number,223,units,0,v1573797651,161.1,1642900,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Total passengers,Number,223,units,0,v1577191376,161.6,1623784,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797652,161.2,459612,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797653,161.3,522084,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797654,161.4,642088,,,,0
Jan-20,"Toronto/Lester B Pearson International, Ontario",,Non-passengers,Number,223,units,0,v1573797655,161.5,19116,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total screened traffic,Number,223,units,0,v1573797656,163.1,178857,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total passengers,Number,223,units,0,v1577191377,163.6,177066,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Domestic sector passengers,Number,223,units,0,v1573797657,163.2,123322,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Transborder sector passengers,Number,223,units,0,v1573797658,163.3,25678,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,28066,,,,0
Jan-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,1791,,,,0
Jan-20,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,491357,,,,0
Jan-20,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,487454,,,,0
Jan-20,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,272414,,,,0
Jan-20,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,148641,,,,0
Jan-20,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,66399,,,,0
Jan-20,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,3903,,,,0
Jan-20,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,279213,,,,0
Jan-20,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,273108,,,,0
Jan-20,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,197380,,,,0
Jan-20,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,42515,,,,0
Jan-20,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,33213,,,,0
Jan-20,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,6105,,,,0
Jan-20,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,812324,,,,0
Jan-20,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,800430,,,,0
Jan-20,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,330062,,,,0
Jan-20,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,249929,,,,0
Jan-20,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,220439,,,,0
Jan-20,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,11894,,,,0
Feb-20,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,4227309,,,,0
Feb-20,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,4178365,,,,0
Feb-20,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,1751352,,,,0
Feb-20,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,1215405,,,,0
Feb-20,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,1211608,,,,0
Feb-20,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,48944,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total screened traffic,Number,223,units,0,v1573797631,21.1,119286,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total passengers,Number,223,units,0,v1577191372,21.6,116294,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Domestic sector passengers,Number,223,units,0,v1573797632,21.2,83414,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Transborder sector passengers,Number,223,units,0,v1573797633,21.3,15414,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Other International sector passengers,Number,223,units,0,v1573797634,21.4,17466,,,,0
Feb-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Non-passengers,Number,223,units,0,v1573797635,21.5,2992,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total screened traffic,Number,223,units,0,v1573797646,87.1,711529,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total passengers,Number,223,units,0,v1577191375,87.6,705461,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Domestic sector passengers,Number,223,units,0,v1573797647,87.2,197063,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Transborder sector passengers,Number,223,units,0,v1573797648,87.3,187701,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Other International sector passengers,Number,223,units,0,v1573797649,87.4,320697,,,,0
Feb-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Non-passengers,Number,223,units,0,v1573797650,87.5,6068,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total screened traffic,Number,223,units,0,v1573797641,76.1,213269,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total passengers,Number,223,units,0,v1577191374,76.6,209662,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797642,76.2,143471,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797643,76.3,33629,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797644,76.4,32562,,,,0
Feb-20,"Ottawa/Macdonald-Cartier International, Ontario",,Non-passengers,Number,223,units,0,v1573797645,76.5,3607,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Total screened traffic,Number,223,units,0,v1573797651,161.1,1562427,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Total passengers,Number,223,units,0,v1577191376,161.6,1545080,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797652,161.2,453317,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797653,161.3,530225,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797654,161.4,561538,,,,0
Feb-20,"Toronto/Lester B Pearson International, Ontario",,Non-passengers,Number,223,units,0,v1573797655,161.5,17347,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total screened traffic,Number,223,units,0,v1573797656,163.1,168840,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total passengers,Number,223,units,0,v1577191377,163.6,167476,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Domestic sector passengers,Number,223,units,0,v1573797657,163.2,113727,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Transborder sector passengers,Number,223,units,0,v1573797658,163.3,26151,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,27598,,,,0
Feb-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,1364,,,,0
Feb-20,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,473895,,,,0
Feb-20,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,470783,,,,0
Feb-20,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,261744,,,,0
Feb-20,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,146398,,,,0
Feb-20,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,62641,,,,0
Feb-20,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,3112,,,,0
Feb-20,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,260775,,,,0
Feb-20,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,256229,,,,0
Feb-20,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,183176,,,,0
Feb-20,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,41891,,,,0
Feb-20,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,31162,,,,0
Feb-20,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,4546,,,,0
Feb-20,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,717288,,,,0
Feb-20,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,707380,,,,0
Feb-20,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,315440,,,,0
Feb-20,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,233996,,,,0
Feb-20,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,157944,,,,0
Feb-20,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,9908,,,,0
Mar-20,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,2220531,,,,0
Mar-20,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,2180519,,,,0
Mar-20,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,1045801,,,,0
Mar-20,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,530397,,,,0
Mar-20,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,604321,,,,0
Mar-20,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,40012,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total screened traffic,Number,223,units,0,v1573797631,21.1,72534,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Total passengers,Number,223,units,0,v1577191372,21.6,70288,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Domestic sector passengers,Number,223,units,0,v1573797632,21.2,52511,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Transborder sector passengers,Number,223,units,0,v1573797633,21.3,7869,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Other International sector passengers,Number,223,units,0,v1573797634,21.4,9908,,,,0
Mar-20,"Halifax/Robert L Stanfield International, Nova Scotia",,Non-passengers,Number,223,units,0,v1573797635,21.5,2246,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total screened traffic,Number,223,units,0,v1573797646,87.1,345047,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total passengers,Number,223,units,0,v1577191375,87.6,340258,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Domestic sector passengers,Number,223,units,0,v1573797647,87.2,103136,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Transborder sector passengers,Number,223,units,0,v1573797648,87.3,82107,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Other International sector passengers,Number,223,units,0,v1573797649,87.4,155015,,,,0
Mar-20,"Montréal/Pierre Elliott Trudeau International, Quebec",,Non-passengers,Number,223,units,0,v1573797650,87.5,4789,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total screened traffic,Number,223,units,0,v1573797641,76.1,104003,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Total passengers,Number,223,units,0,v1577191374,76.6,98029,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797642,76.2,70174,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797643,76.3,14484,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797644,76.4,13371,,,,0
Mar-20,"Ottawa/Macdonald-Cartier International, Ontario",,Non-passengers,Number,223,units,0,v1573797645,76.5,5974,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Total screened traffic,Number,223,units,0,v1573797651,161.1,824364,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Total passengers,Number,223,units,0,v1577191376,161.6,811942,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797652,161.2,304294,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797653,161.3,233562,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797654,161.4,274086,,,,0
Mar-20,"Toronto/Lester B Pearson International, Ontario",,Non-passengers,Number,223,units,0,v1573797655,161.5,12422,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total screened traffic,Number,223,units,0,v1573797656,163.1,80548,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total passengers,Number,223,units,0,v1577191377,163.6,79577,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Domestic sector passengers,Number,223,units,0,v1573797657,163.2,58850,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Transborder sector passengers,Number,223,units,0,v1573797658,163.3,10428,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,10299,,,,0
Mar-20,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,971,,,,0
Mar-20,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,251329,,,,0
Mar-20,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,248446,,,,0
Mar-20,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,154636,,,,0
Mar-20,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,64475,,,,0
Mar-20,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,29335,,,,0
Mar-20,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,2883,,,,0
Mar-20,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,131026,,,,0
Mar-20,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,127715,,,,0
Mar-20,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,98159,,,,0
Mar-20,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,17702,,,,0
Mar-20,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,11854,,,,0
Mar-20,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,3311,,,,0
Mar-20,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,411680,,,,0
Mar-20,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,404264,,,,0
